a,b,c,d,e,f,g,h,j,k,l,m,n,o,p,fecha,monto,score,fraude
4,0.7824,19960.18,20,0.2282636573480379,14,BR,35,cat_fd8d8c5,0.2675741035213548,3844,625,1,N,Y,2020-04-16 21:45:52,7.48,26,1
4,0.4514,47541.02,3,0.1749880952380952,30,AR,0,cat_e600e6d,0.40425275282250794,3990,492,1,,Y,2020-04-20 09:58:08,12.89,91,0
4,0.8318,55732.12,23,0.0000000000000000,1,BR,11,cat_960e53d,0.55829942979892166,4633,304,1,N,N,2020-04-03 11:16:43,99.18,59,0
4,0.7939,376043.12,2,0.5266272189349112,39,BR,4,cat_a2050cc,0.1438935727059949,4703,41,1,,N,2020-04-05 10:41:09,3.31,0,0
1,0.7893,4610243.72,50,0.0000000000000000,18,BR,27,cat_0f6c6e1,0.67256792452470293,1085,513,1,Y,Y,2020-04-09 18:02:04,26.57,10,0
4,0.6717,706.08,20,0.1268456375838926,997,BR,0,cat_12f9537,0.065597602649646092,3334,470,1,,Y,2020-03-20 16:29:42,30.51,41,0
4,0.6893,76475.87,15,0.1499897959183673,134,AR,15,cat_127975b,0.053336063765627273,5043,167,1,,Y,2020-04-02 08:53:09,15.30,25,0
4,0.8022,56174.97,50,0.2703389830508474,29,BR,4,cat_018ca97,0.97723017137987256,4562,896,1,,Y,2020-04-05 06:58:03,23.09,53,0
3,0.8287,142312.90,50,0.2781641168289290,6,BR,5,cat_93a5029,0.77968167276269895,3046,436,1,,N,2020-03-24 14:39:14,29.07,9,0
4,0.8254,52913.67,17,0.1574946792338096,18,BR,27,cat_b33ad0f,0.98202883271287789,3144,118,1,,Y,2020-04-15 20:58:43,31.49,53,0
4,0.7713,37780.17,4,0.0000000000000000,26,BR,3,cat_55843f3,0.091187378944262321,2361,194,1,,Y,2020-04-02 07:28:03,138.05,9,0
4,0.7516,45650.76,50,0.4031165311653116,1,BR,3,cat_aa51e22,0.51635104032290968,1713,304,1,,Y,2020-04-15 17:57:04,5.66,51,0
2,0.0000,264.12,44,0.0000000000000000,11,AR,1,cat_763ef85,0.92235493297405569,3237,181,0,,N,2020-03-19 07:59:36,6.38,86,0
4,0.6517,261420.50,1,0.0000000000000000,38,AR,5,cat_a1367bf,0.79358067212835337,4220,0,1,Y,N,2020-04-14 19:48:48,61.32,17,0
4,0.7527,136318.60,23,0.0000000000000000,0,BR,9,cat_9eff754,0.066123406423077569,836,50,1,,N,2020-03-24 22:42:33,32.34,18,0
4,0.7654,4402.98,32,0.0000000000000000,3,BR,2,cat_b50d9ab,0.87561717258567384,2566,268,1,,Y,2020-03-22 19:02:26,31.67,67,0
4,0.7705,135476.38,1,0.1827777777777777,-2,BR,53,cat_69370b3,0.3931266234736519,4422,0,1,,N,2020-03-08 23:45:33,40.01,66,0
4,0.7429,74278.53,1,0.0778682668952707,0,BR,21,cat_228843f,0.49393225550801745,154,154,0,,N,2020-03-20 21:26:49,28.67,66,0
2,0.8598,2807.87,3,0.0000000000000000,6,BR,18,cat_0971ec1,0.075284148266824502,1954,259,1,Y,Y,2020-03-19 15:26:03,115.54,0,0
1,0.8211,126208.41,34,0.0000000000000000,-1,BR,25,cat_10ef367,0.83119856071607856,2249,169,1,Y,Y,2020-03-24 20:55:51,5.44,34,0
4,0.6944,2361.54,50,0.0000000000000000,1,BR,0,cat_b51ba8a,0.23412092548842978,1064,757,1,,N,2020-03-28 00:28:31,54.73,24,0
4,0.7751,11838.13,33,0.0000000000000000,129,BR,3,cat_a2bca79,0.88905886364026188,3045,70,1,,N,2020-04-14 13:02:50,43.85,15,0
4,0.8939,400527.78,3,0.0455304928989139,39,BR,0,cat_72781ea,0.5107137300758815,7330,158,1,,Y,2020-04-05 00:53:54,46.84,59,0
4,0.5995,217449.51,2,0.3184390126171545,2,AR,10,cat_4db3bf3,0.1387726283130668,1880,35,1,,N,2020-04-04 20:48:32,23.16,31,0
2,0.5506,3047.41,33,0.0000000000000000,7,AR,8,cat_3203c7c,0.74860510372929667,5060,435,1,Y,Y,2020-04-14 20:40:44,12.07,52,0
4,0.8481,77172.48,3,0.0000000000000000,7,BR,2,cat_0820fab,0.29608869524295045,979,3,1,,N,2020-04-10 20:42:47,26.40,37,0
4,0.7879,225483.63,1,0.2698282910874897,0,BR,35,cat_b894658,0.11521641298138974,0,0,0,,N,2020-03-23 10:34:15,33.57,90,0
4,0.5376,73406.78,2,0.4243930042971582,31,AR,31,cat_48c3169,0.75397184377998627,3895,174,1,,N,2020-03-25 08:32:28,8.95,90,0
4,0.4957,343088.53,1,0.0000000000000000,0,AR,29,cat_2723ab1,0.40884060156986735,0,0,0,N,N,2020-03-14 21:02:31,102.85,78,1
4,0.8303,655996.96,37,0.1563896336014298,17,UY,9,cat_33f45a1,0.96127469341735505,3365,148,1,,N,2020-04-16 07:35:19,25.54,71,0
4,0.8153,13650.85,50,0.1909924937447873,24,BR,14,cat_20525f8,0.88008143403782668,3485,457,1,,Y,2020-03-18 19:25:14,25.65,66,0
4,0.6032,123030.28,50,0.0000000000000000,5,AR,9,cat_9ab9742,0.071883467238503584,3887,760,1,Y,Y,2020-03-25 11:05:54,42.72,38,0
4,,,20,0.0000000000000000,29,AR,46,cat_5d628d5,0.47115919646753923,2129,208,1,,Y,2020-03-12 18:12:27,50.47,93,0
4,,,1,0.0000000000000000,2,BR,2,cat_52adb67,0.72239963839686538,1268,7,1,,N,2020-03-12 19:12:38,25.97,27,0
4,0.6820,29383.71,36,0.2543583881108888,0,BR,0,cat_6c4cfdc,0.38770107105643703,300,298,1,Y,Y,2020-04-07 13:51:30,6.78,37,0
1,0.7554,263123.99,50,0.0000000000000000,108,BR,3,cat_e41d6ce,0.99096143019950134,2707,556,1,,Y,2020-04-05 12:39:44,4.89,46,0
4,0.4880,23275.74,1,0.2010929938582938,166,AR,1,cat_0aa6990,0.3359329090237253,6231,60,1,,N,2020-04-21 20:58:11,11.98,24,0
4,0.7803,71814.08,3,0.2458333333333333,0,BR,27,cat_28c9536,0.34966012649422495,523,523,1,,Y,2020-04-18 22:46:31,4.73,76,0
1,0.7896,4554303.45,12,0.0000000000000000,3,BR,25,cat_4e2d9a5,0.53996712201423946,1055,145,1,,Y,2020-04-18 11:57:23,68.91,81,0
4,0.7308,6624.65,2,2.2316666666666666,0,BR,46,cat_120b656,0.076942089041985184,1115,0,0,,N,2020-03-16 08:31:35,12.91,89,0
4,0.7276,4667.05,50,0.2517440097057931,7,BR,5,cat_e22044a,0.89164750146657212,550,545,1,Y,Y,2020-04-19 17:13:02,19.48,35,0
4,0.6597,9619.24,50,0.7722222222222222,0,BR,17,cat_8ef7164,0.0098865075170628813,1001,580,0,,N,2020-03-08 12:04:24,4.00,43,0
2,0.3092,1023.60,50,0.0000000000000000,409,AR,7,cat_12a8b9b,0.69203650465046707,6049,615,1,,Y,2020-03-16 18:05:21,3.65,20,0
4,0.7006,66915.28,1,0.1369441452531158,3,BR,9,cat_ea39663,0.19337759572972857,1740,1,1,,N,2020-04-21 10:27:23,12.54,52,0
4,0.7737,30393.56,15,1.4086799276672694,1,BR,50,cat_7ca5639,0.99750885112554499,346,345,1,Y,Y,2020-04-03 12:06:49,11.06,84,0
4,0.6309,39325.92,50,0.0000000000000000,2,AR,10,cat_5a12760,0.78876962187649369,1071,352,1,,Y,2020-04-18 14:41:44,77.99,23,0
4,0.8079,183247.35,8,0.6651108518086347,1,BR,1,cat_4519ce7,0.88216301178296419,207,109,1,,N,2020-04-20 19:33:01,11.58,38,0
4,0.8548,48880.77,50,0.0891008910089100,68,BR,8,cat_b33d819,0.69999475347419349,2592,419,1,,Y,2020-03-23 09:35:10,23.46,58,0
2,0.6308,24.49,20,0.0000000000000000,3,BR,1,cat_6c4cfdc,0.11803645912457128,3067,80,0,,N,2020-04-08 17:26:44,4.77,71,0
4,0.5553,6079.66,4,1.2069036863340115,3,AR,7,cat_6a2cd5e,0.071182234228949426,2987,15,1,,N,2020-04-14 21:06:21,4.46,6,0
4,0.7084,72575.43,4,0.1773778920308483,2,BR,5,cat_10ef367,0.65511080611259231,4531,449,1,,Y,2020-03-26 16:29:41,7.61,47,0
4,0.8335,5644.85,10,1.9306435478492830,0,BR,15,cat_dec779a,0.098714976073722482,343,328,1,,N,2020-04-19 16:11:15,5.91,98,0
2,0.5578,65775.32,32,0.0000000000000000,212,AR,6,cat_0cd53cb,0.15335033333868253,3502,460,1,,Y,2020-03-09 10:22:17,8.02,98,0
4,0.9081,84532.86,1,0.0926174496644295,6,BR,1,cat_4109cab,0.43860742591184376,2690,1,1,,N,2020-04-20 16:11:22,14.67,81,0
4,0.9112,2507.90,1,0.2392405063291139,1,BR,1,cat_5d6059e,0.025276450509597481,145,0,1,,N,2020-04-10 13:13:20,15.00,64,0
4,0.7084,35460.86,4,0.5903954802259887,59,BR,6,cat_262401f,0.11217267198985681,2480,439,1,,Y,2020-03-31 15:13:58,6.97,0,0
4,,,3,0.0617262664229801,70,BR,27,cat_09b78ef,0.98356369688724854,2690,161,1,Y,Y,2020-03-11 16:07:52,64.61,38,0
4,0.6776,72352.84,50,0.1935695538057742,70,BR,55,cat_10ef367,0.55669331064296301,5080,528,1,,Y,2020-04-08 08:58:39,5.86,0,0
4,0.9505,1236.84,27,0.0524053465229935,29,BR,0,cat_604df77,0.59030589724653026,3887,412,1,N,Y,2020-03-27 18:06:05,33.80,66,0
2,0.7537,6409.58,50,0.0000000000000000,42,UY,8,cat_ce82c4a,0.35582077671893941,346,318,1,,Y,2020-04-11 10:08:37,11.63,91,0
4,0.5228,17570.03,2,0.2950368809272918,9,AR,4,cat_6a2cd5e,0.50125698677902619,522,9,1,,N,2020-04-09 16:29:48,14.71,49,0
4,0.7195,96072.60,1,0.1438066465256797,12,BR,3,cat_41464e4,0.48281391266923634,263,11,1,,N,2020-04-07 15:46:02,16.04,10,0
4,0.6201,48751.83,8,0.0000000000000000,0,AR,17,cat_4a3b973,0.7081841944604399,565,164,1,Y,Y,2020-04-07 20:16:56,62.82,43,0
4,0.7825,77159.97,50,0.0000000000000000,10,BR,50,cat_f8c1f5f,0.1247030677815566,5805,450,1,,Y,2020-04-15 09:40:18,45.94,58,0
4,0.8281,89943.42,1,0.0000000000000000,2,BR,2,cat_9922999,0.43849365874545754,3380,0,0,,N,2020-03-11 07:11:19,55.48,82,0
2,,,37,0.0000000000000000,8,BR,3,cat_d6cb3be,0.28802475507257341,3919,532,1,,Y,2020-04-01 18:59:00,305.64,77,0
4,,,50,0.0000000000000000,350,AR,1,cat_c2b88c0,0.92037647700879077,4723,520,1,,Y,2020-04-14 14:41:13,123.10,60,0
4,0.7512,451177.90,13,0.0000000000000000,0,BR,0,cat_a2bca79,0.013742514471918099,1260,27,1,,N,2020-04-16 21:44:27,51.60,86,0
4,0.4788,57852.08,20,0.0878754171301446,45,BR,0,cat_381751d,0.94749304400456325,4494,528,1,,Y,2020-04-17 14:05:36,17.70,50,0
4,0.7151,75250.39,4,0.1321938843637334,3,BR,35,cat_68f03dd,0.69664017766994846,1081,203,1,,Y,2020-03-30 18:18:19,14.74,30,0
4,0.7752,6309.80,50,0.1101010101010101,179,BR,14,cat_62a4e2c,0.35491853608242607,6002,559,1,,Y,2020-04-10 19:33:49,18.68,16,0
4,0.8433,36082.08,50,1.2013422818791946,3,BR,5,cat_417ee75,0.36352636194153476,2853,510,1,,Y,2020-04-20 17:02:58,2.88,72,0
4,0.5933,30415.97,50,0.0000000000000000,4,BR,25,cat_85433d4,0.74891245828355935,1605,1144,1,,Y,2020-03-21 17:12:30,33.57,4,0
4,0.7419,129555.58,3,0.0726872246696035,7,BR,1,cat_604df77,0.23906395976774064,1690,101,1,,Y,2020-04-11 08:54:04,25.70,27,0
4,0.8231,1008.57,1,0.0000000000000000,0,BR,0,cat_f79d120,0.60046304930217431,1277,0,0,,N,2020-03-25 21:22:00,27.72,100,1
4,0.7686,718994.67,2,0.0000000000000000,105,BR,4,cat_d26ab52,0.26272159035958254,2385,637,1,,Y,2020-03-30 15:06:27,43.58,64,0
4,0.7449,345.32,6,0.5050847457627118,1,BR,1,cat_f30e066,0.73933951279024157,2061,183,1,,Y,2020-04-16 01:31:16,5.66,35,0
4,0.8144,41207.22,22,0.0000000000000000,0,BR,17,cat_d69bed9,0.49840623978679233,5554,366,1,,Y,2020-03-08 16:31:58,42.23,4,0
1,0.8132,1918120.91,37,0.3114914425427872,0,BR,5,cat_4147813,0.99040223545078021,95,91,0,,N,2020-04-19 21:21:34,8.05,76,0
4,0.7516,6994.09,50,0.3483709273182957,8,BR,24,cat_33c7ce1,0.39726301183753421,1239,1236,1,,Y,2020-03-10 20:11:54,8.88,26,0
4,0.7942,1534.82,1,0.9210263157894736,26,AR,1,cat_693efe7,0.90599131053020443,764,3,1,,N,2020-04-08 20:35:53,5.89,6,0
4,0.7702,4859.59,13,0.0000000000000000,78,BR,3,cat_4109cab,0.42074875807632495,2241,18,1,,N,2020-03-08 09:00:19,59.95,0,0
4,0.8353,53783.96,41,0.3987975951903807,0,BR,1,cat_604df77,0.85741941708258551,160,156,1,,Y,2020-04-09 14:29:06,9.52,0,0
4,0.7827,58854.12,50,0.2076730608840700,13,BR,18,cat_2dc5e28,0.83771008295164506,3192,487,1,,Y,2020-03-16 17:40:08,25.31,11,0
4,0.7298,96132.01,50,0.0000000000000000,119,BR,14,cat_d69bf36,0.26246130178569871,2229,622,1,,Y,2020-04-03 16:31:58,25.99,24,0
1,0.7690,5626480.99,21,0.3336760925449871,4,BR,27,cat_2506f6e,0.32195714275563958,1977,384,1,Y,Y,2020-03-20 14:06:37,7.97,36,0
4,0.7903,74558.20,50,0.0000000000000000,30,BR,14,cat_887a2fb,0.022424922432637828,4901,547,1,,Y,2020-04-10 18:16:23,35.83,44,0
4,0.7936,20006.97,50,0.0575000000000000,17,BR,16,cat_762cbd2,0.1010317682478501,2195,561,1,N,Y,2020-04-08 15:02:03,23.08,42,0
2,0.5790,259056.54,1,0.0000000000000000,9,AR,10,cat_38449fb,0.44041978499821965,194,189,1,,Y,2020-03-23 10:31:57,7.31,100,0
4,0.4641,40845.47,50,0.0000000000000000,59,AR,37,cat_32be38d,0.60876126218144577,6631,375,1,,Y,2020-03-15 10:05:01,23.26,87,0
1,0.7948,222403.36,12,0.4032581453634085,10,BR,2,cat_1a94af8,0.94713302840642299,1969,130,1,,N,2020-04-14 20:33:57,7.60,60,0
4,0.8203,117895.80,2,0.0000000000000000,0,BR,24,cat_2c288ec,0.41266351456312478,4,4,0,,N,2020-04-16 14:59:48,51.74,91,0
4,0.6280,358633.63,22,0.1000536033353186,5,AR,1,cat_df7b02a,0.74411503884747887,994,300,1,,Y,2020-03-26 07:52:13,26.51,97,0
4,0.7923,138266.07,25,0.0000000000000000,3,AR,4,cat_ed73882,0.51681234150808208,68,64,0,,N,2020-04-06 18:28:23,36.97,49,0
4,0.7593,6869.63,1,0.1174672489082969,78,BR,14,cat_9c04883,0.84375624494182588,3060,0,1,Y,N,2020-03-11 10:02:44,51.02,12,1
2,1.0000,15.25,1,0.0000000000000000,0,BR,0,cat_ae829ff,0.60260021073894166,1616,0,0,N,N,2020-04-15 15:46:50,7.66,90,1
4,0.8132,43450.09,3,0.0000000000000000,237,BR,0,cat_0f47e2a,0.10338334508572089,6619,175,1,,Y,2020-03-23 04:17:34,35.89,13,0
4,0.7780,22087.45,15,0.1483580596766127,19,BR,7,cat_4570332,0.90445142181546956,2609,34,1,,N,2020-04-01 22:47:05,11.83,38,0
4,0.7594,121264.23,50,0.3394736842105263,54,BR,13,cat_8d8a2ac,0.79666769944519089,3196,366,1,,Y,2020-03-09 17:14:47,8.45,63,0
4,0.7823,13198.71,50,0.2307692307692307,4,BR,13,cat_f345859,0.80382994693856702,518,495,1,,Y,2020-04-20 18:39:14,8.28,69,0
4,0.7085,15073.95,12,0.5344098423683198,3,BR,6,cat_df1ee65,0.34848503862178504,1010,47,1,Y,N,2020-03-26 17:41:21,5.06,16,0
4,0.8371,2691.46,7,0.1383881846726363,7,BR,9,cat_9bacaa5,0.95130584283392139,5535,258,1,,Y,2020-03-09 08:05:02,19.11,12,0
4,0.8281,28108.96,41,0.1505048580682034,2,BR,1,cat_604df77,0.57844477029811259,938,271,1,,Y,2020-04-10 08:26:47,9.97,52,0
4,,,6,0.0000000000000000,3,BR,1,cat_4249bd8,0.13823385340051786,1979,64,1,,N,2020-03-11 20:58:41,32.31,43,0
4,0.8222,11857.48,3,0.3248882265275707,2,BR,11,cat_6811740,0.58862217854839471,332,329,1,Y,Y,2020-03-14 13:33:06,7.22,66,0
4,0.7669,26675.67,5,0.0000000000000000,136,BR,1,cat_b51ba8a,0.17640691075282078,4730,40,1,,N,2020-04-09 15:01:18,34.34,50,0
2,0.5286,24683.44,10,0.0000000000000000,142,AR,29,cat_5496600,0.29635130506457941,2344,104,1,,Y,2020-03-16 11:59:30,2.72,100,0
4,0.4212,49706.52,7,0.6361686919228020,0,BR,21,cat_30432de,0.72697484226861064,216,216,0,N,N,2020-03-20 14:45:23,2.86,76,1
4,0.6669,82540.12,2,0.2337312930889524,2,BR,49,cat_d5f76af,0.69230657296667175,558,43,1,,N,2020-04-02 16:27:27,11.73,66,0
4,0.8261,352434.59,2,0.1561797752808988,26,BR,47,cat_ea4f4b0,0.15684547933741655,2874,8,1,,N,2020-04-18 07:37:34,17.53,19,0
2,,,50,0.0000000000000000,57,AR,28,cat_5d628d5,0.14390432659041608,5728,872,1,,Y,2020-03-11 20:19:21,2.73,90,0
4,0.8773,35383.79,4,0.0000000000000000,0,BR,4,cat_1711778,0.96128983216238595,1006,605,1,,N,2020-04-21 15:11:14,147.35,81,0
4,0.7946,33906.04,6,0.1729323308270676,31,BR,6,cat_10ef367,0.88329240741339632,4148,18,1,,N,2020-04-03 19:00:12,7.81,45,0
4,0.9040,4681859.88,1,0.0000000000000000,3,BR,4,cat_43b9c10,0.63492933705593302,2471,0,1,N,N,2020-04-07 05:06:38,213.01,100,1
1,0.7320,366273.34,3,1.1620111731843575,14,BR,2,cat_228843f,0.1747995699942102,1999,191,1,,Y,2020-04-03 11:43:38,3.58,38,0
4,0.6902,572721.49,7,0.3591455273698264,0,BR,9,cat_610cbf2,0.97592521086700756,474,31,0,,N,2020-03-31 23:30:31,14.74,79,0
4,0.5115,43321.09,50,0.5743185718725928,11,AR,47,cat_82e4868,0.79256103809918343,3563,1141,1,Y,Y,2020-04-02 23:29:37,11.55,50,0
4,0.5219,113460.14,8,0.2749928571428571,12,AR,13,cat_2eeb327,0.99253159849425643,2479,874,1,N,Y,2020-03-24 16:21:54,22.21,10,0
4,0.7969,41451.89,14,0.4472361809045226,6,BR,11,cat_7b39c9e,0.19032863563378299,2554,125,1,,N,2020-04-15 18:48:11,3.82,28,0
4,0.8028,98757.72,50,0.0532966045871010,19,BR,43,cat_8c091ab,0.78409286408790635,3271,1007,1,Y,Y,2020-03-22 09:07:27,35.26,42,0
4,0.7254,2745.00,3,0.1534015117830146,4,BR,6,cat_b23deda,0.73790702850792655,1451,98,1,N,Y,2020-04-20 15:13:21,8.86,7,0
4,0.7753,178417.48,10,0.1828947368421052,27,BR,49,cat_053699f,0.40542203119512976,4946,298,1,,Y,2020-03-21 13:45:35,16.05,2,0
4,0.4667,194706.99,39,0.6980094228504122,3,AR,12,cat_c514e15,0.20633549131185092,242,237,1,,Y,2020-03-15 09:00:59,13.59,88,0
4,0.5482,5316.05,20,0.1774367816091954,6,AR,1,cat_7ef575e,0.11807162330869758,6077,591,1,N,Y,2020-03-16 06:54:27,27.85,73,0
4,0.7611,1033.29,50,0.5953177257525083,408,BR,20,cat_b1a04b6,0.74361406744697689,6687,899,1,,Y,2020-03-22 13:12:18,3.16,11,0
1,0.7408,277568.73,13,0.0000000000000000,11,BR,5,cat_4249bd8,0.23054746366251777,1393,226,1,,Y,2020-03-08 21:20:38,24.44,49,0
4,0.7690,79085.19,21,0.3809321132155777,0,BR,28,cat_a03bf2f,0.48907468434221357,187,185,1,,N,2020-03-16 22:40:38,10.11,32,0
4,0.6453,41606.83,5,0.2231856133590237,10,BR,11,cat_a3f18dc,0.12356933001788661,783,14,1,,N,2020-03-31 17:47:00,12.28,9,0
4,0.5400,11223.05,6,0.1967322440813604,2,BR,4,cat_6482815,0.29551831621689217,3386,152,1,,Y,2020-03-09 10:15:39,6.67,57,0
4,,,50,0.0000000000000000,13,BR,3,cat_493933c,0.35696124030029708,1249,460,1,Y,Y,2020-03-13 04:08:29,128.13,90,1
4,0.6181,1855.71,50,0.0887480000000000,95,AR,0,cat_322cb82,0.61382450696645918,5632,1059,1,,Y,2020-04-09 21:59:01,77.48,54,0
4,0.6953,86877.16,2,0.1705761940864291,3,AR,16,cat_82dfc13,0.048793787917116305,4655,14,1,Y,N,2020-04-15 12:24:07,20.27,35,0
4,0.8530,32111.29,3,0.0113500506968931,6,UY,2,cat_43b9c10,0.18480575518106335,3318,45,1,,N,2020-04-21 15:09:21,299.00,76,0
4,0.7408,91014.24,34,0.0000000000000000,35,BR,17,cat_d81d2af,0.51209227506361543,5251,373,1,,Y,2020-03-17 15:20:37,28.67,66,0
4,0.7319,12973.95,2,0.2470862470862470,0,BR,20,cat_262daa6,0.41183635602771673,104,104,1,,Y,2020-03-17 22:00:09,13.58,51,0
4,0.6875,319415.50,3,0.2205505214566592,16,BR,34,cat_b23deda,0.78675121838988105,3813,15,1,,N,2020-04-21 10:56:20,11.29,63,0
4,0.7241,12315.75,48,0.0000000000000000,6,BR,15,cat_55c3f5d,0.80772509642532953,830,196,1,,Y,2020-03-24 11:27:15,26.28,37,0
4,0.6689,20631.93,9,0.0000000000000000,0,BR,36,cat_f2105a6,0.95249070489292009,537,269,0,N,N,2020-04-18 19:23:31,99.44,47,0
2,0.5380,68520.11,50,0.0000000000000000,33,AR,14,cat_88887ee,0.2440186724415021,3042,437,1,,Y,2020-04-17 09:30:43,3.67,33,0
4,0.3536,25.05,1,0.0884615384615384,115,BR,29,cat_8f5bd9e,0.39853084335579325,6303,182,1,Y,Y,2020-03-10 19:30:26,17.38,30,0
4,0.8166,114208.23,38,0.3215053763440860,2,BR,26,cat_3864f40,0.41482496924683332,202,198,1,,Y,2020-04-09 20:05:05,17.75,9,0
4,0.7534,29774.56,7,0.1618851178198637,0,BR,12,cat_0eb83e7,0.40202994336500808,434,388,1,,Y,2020-04-20 21:38:10,31.51,39,0
4,0.7497,397095.82,1,0.1639344262295081,81,BR,30,cat_8e36631,0.8155312913342776,2341,0,1,Y,N,2020-03-25 06:36:48,7.13,43,0
2,0.2186,84.15,14,0.0000000000000000,2,AR,1,cat_d5975ae,0.02069968821042778,2508,257,1,,Y,2020-04-03 08:23:41,1.17,56,0
4,1.0000,311.16,1,0.0000000000000000,0,AR,4,cat_8f48717,0.036444790146727968,1373,2,1,,N,2020-04-16 17:19:36,94.38,34,0
4,0.6613,4634.75,12,0.5383458646616541,13,BR,8,cat_68a8506,0.059681717682799729,1877,126,1,,Y,2020-04-18 15:04:34,6.55,65,0
4,0.7166,9128.15,6,0.1629297458893871,4,BR,8,cat_3b8427f,0.55992865590703644,531,86,1,,N,2020-03-17 15:31:45,14.12,61,0
4,0.8280,758604.62,25,0.3668025194516487,3,BR,55,cat_8a0595d,0.15286999743408458,223,222,1,,Y,2020-03-30 11:40:53,5.37,51,0
4,0.7105,5438.97,2,0.5026737967914438,0,BR,16,cat_62a4e2c,0.12699536889418894,405,1,0,N,N,2020-03-14 16:38:40,14.09,95,1
4,0.9155,77021.30,1,0.0000000000000000,0,BR,0,cat_72781ea,0.4418574698157407,334,1,1,,N,2020-03-29 10:00:41,64.68,75,0
2,0.7755,282.94,16,0.0000000000000000,84,AR,6,cat_bd770af,0.7736757732647348,5557,536,1,,Y,2020-03-21 18:13:08,0.79,75,0
4,0.7264,20642.47,50,0.1603260869565217,198,BR,29,cat_c9a2a37,0.50685676564738102,5902,685,1,Y,Y,2020-04-10 08:27:27,6.99,58,0
4,0.8157,20857.52,1,0.0000000000000000,7,BR,25,cat_9bacaa5,0.12301036174824276,2553,0,1,,N,2020-04-14 22:48:11,36.19,73,0
4,0.8091,1225519.29,8,0.0000000000000000,1,BR,31,cat_2c525c5,0.9215773622640846,1597,349,1,Y,Y,2020-03-19 19:26:02,285.96,75,0
4,0.7791,19205.25,1,0.1653306613226452,0,BR,7,cat_cf4a955,0.42322757462059712,624,0,1,Y,N,2020-04-16 11:38:26,11.47,57,0
4,0.6874,5321.38,2,0.3982808022922636,15,BR,31,cat_1e19868,0.27779422159895617,6964,36,1,Y,N,2020-03-17 15:56:05,7.37,42,0
4,0.7627,74386.14,2,0.0000000000000000,1,US,42,cat_ef37abf,0.3353399444342493,627,48,1,,N,2020-03-24 13:26:11,45.48,67,0
4,,,1,0.4736297828335056,31,BR,5,cat_e9d0853,0.76799190095387004,2282,34,1,,N,2020-03-12 08:26:40,10.68,11,0
4,,,1,0.0000000000000000,15,BR,13,cat_490a035,0.65062335928141124,2616,0,1,,N,2020-03-09 10:03:28,28.90,5,0
4,0.6170,44144.07,2,0.0000000000000000,9,BR,1,cat_ec06c68,0.92279345246863542,1164,10,1,,N,2020-03-14 18:33:28,31.40,39,0
4,,,1,0.2360000000000000,91,BR,54,cat_a6eebed,0.48717649013685005,6021,1010,1,,Y,2020-03-12 09:14:42,5.52,68,0
4,0.7728,279480.83,49,0.5539033457249070,41,BR,11,cat_b1a04b6,0.57427849329233638,3896,109,1,,Y,2020-04-12 10:57:40,5.08,28,0
4,0.7451,61978.14,6,0.2543822146216331,108,BR,19,cat_ab485b4,0.92980107786041444,3335,42,1,,N,2020-04-01 20:33:44,9.22,-0,0
4,0.7814,128520.13,3,0.1093220338983050,251,BR,6,cat_86e61a2,0.55754675373579587,5026,16,1,,N,2020-03-18 21:47:07,25.27,21,0
2,0.6982,62247.67,1,0.0000000000000000,9,AR,20,cat_aa0f20e,0.42363910359582846,3711,0,1,,N,2020-03-26 13:32:45,7.03,94,0
4,0.8041,137171.43,50,0.2689295039164490,1,BR,10,cat_7d79cff,0.37232637985760064,893,486,1,,N,2020-04-07 20:01:18,22.10,20,0
4,0.5945,76280.04,4,1.4046488294314381,3,AR,11,cat_976f60d,0.19303424019449622,2633,6,1,N,N,2020-03-30 07:53:00,4.69,79,1
4,0.6316,39523.43,2,0.2753133827683615,0,AR,6,cat_e417dd3,0.41233149420946091,238,88,0,N,N,2020-03-23 07:22:11,28.82,90,0
4,0.8804,20363.07,40,0.3132403264016846,52,BR,2,cat_4cce9e6,0.29000485015492927,4921,138,1,,Y,2020-04-05 17:21:23,7.43,0,0
4,0.7815,223386.35,1,0.0000000000000000,8,BR,24,cat_10ef367,0.3361068481603553,2197,0,1,,N,2020-03-30 17:47:28,34.62,13,0
4,0.5665,2580.99,13,0.7717173913043478,88,AR,21,cat_8c8470d,0.62688993323174458,5712,129,1,,Y,2020-03-16 11:11:25,7.36,91,0
4,0.8213,23404.93,50,0.0000000000000000,19,BR,9,cat_40aeeeb,0.74247462495314664,5486,464,1,,Y,2020-03-08 19:18:36,28.89,18,0
4,0.8205,1650.80,44,0.3687821612349914,65,BR,7,cat_a4032e6,0.91087627689920581,2326,341,1,,Y,2020-04-18 18:51:35,6.89,9,0
4,0.7784,1414.31,20,0.3051282051282051,147,BR,2,cat_254f906,0.31804849244696243,2111,1326,1,,Y,2020-04-08 14:15:55,7.50,76,0
4,0.6045,1488998.64,1,0.4487051282051282,1,AR,11,cat_a28270e,0.18765033739207126,3323,0,1,Y,N,2020-03-23 16:10:42,12.40,85,0
4,0.8389,132176.65,7,0.4062500000000000,15,BR,1,cat_604df77,0.58485076135969649,2737,16,1,,N,2020-04-14 11:35:01,14.03,48,0
